,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
6549,Mallasandra,4,1810.0,3,2,57.0,3149.171270718232,162
6550,others,3,2274.24,4,1,160.0,7035.317292809907,240
6551,Sonnenahalli,3,1484.0,3,1,74.18,4998.652291105122,213
6552,others,3,1455.0,2,2,55.0,3780.0687285223366,240
6553,Thanisandra,3,2280.0,4,2,184.0,8070.175438596491,218
6554,Frazer Town,3,2079.0,3,3,220.0,10582.010582010582,80
6555,Bharathi Nagar,2,1351.0,2,2,74.0,5477.424130273871,45
6556,Kanakpura Road,3,1223.0,2,2,42.81,3500.408830744072,131
6557,KR Puram,3,1430.0,2,1,61.0,4265.734265734266,119
6558,Whitefield,4,3589.0,5,0,400.0,11145.165784341041,234
6559,Electronic City Phase II,3,1310.0,2,2,37.83,2887.7862595419847,78
6560,Sarjapur  Road,2,984.0,2,1,55.0,5589.430894308943,203
6561,Jalahalli,3,1770.0,3,3,100.0,5649.717514124294,115
6562,Ramamurthy Nagar,5,1350.0,5,1,120.0,8888.888888888889,197
6563,Bhoganhalli,2,1447.0,2,1,75.97,5250.172771250864,46
6564,Margondanahalli,2,1140.0,2,1,60.0,5263.1578947368425,166
6565,Bommanahalli,2,1170.0,2,3,34.0,2905.982905982906,50
6566,Poorna Pragna Layout,2,1160.0,2,2,46.39,3999.137931034483,189
6567,Kanakpura Road,2,1296.0,2,1,89.0,6867.283950617284,131
6568,others,3,1570.0,3,2,80.0,5095.541401273886,240
6569,others,3,1495.0,2,2,65.0,4347.826086956522,240
6570,Hoodi,3,1530.0,2,2,67.0,4379.084967320261,100
6571,Gunjur,3,1800.0,3,1,70.0,3888.8888888888887,88
6572,Bellandur,2,1088.0,2,2,48.0,4411.764705882353,43
6573,Hosa Road,3,1533.0,3,1,98.18,6404.4357469015,104
6574,Rachenahalli,2,1100.0,2,1,68.0,6181.818181818182,192
6575,Thubarahalli,3,1540.0,3,3,90.0,5844.1558441558445,220
6576,Hebbal,2,1244.0,3,0,48.0,3858.520900321543,95
6577,Hosa Road,2,1040.0,2,1,68.59,6595.192307692308,104
6578,others,6,1034.0,6,2,101.0,9767.891682785299,240
6579,Begur Road,2,1260.0,2,1,39.69,3150.0,42
6580,Uttarahalli,2,1180.0,2,1,41.3,3499.9999999999995,225
6581,Thigalarapalya,2,1245.0,2,2,100.0,8032.128514056225,219
6582,others,3,1350.0,3,0,75.0,5555.555555555556,240
6583,others,3,1464.0,3,2,56.0,3825.136612021858,240
6584,others,1,470.0,2,1,10.0,2127.659574468085,240
6585,Vijayanagar,2,920.0,2,2,60.0,6521.739130434783,230
6586,others,6,2300.0,7,0,160.0,6956.521739130435,240
6587,Sarjapur,2,1124.0,2,1,30.35,2700.1779359430607,202
6588,Yelahanka New Town,4,2095.0,3,1,109.0,5202.863961813842,237
6589,Begur Road,2,1100.0,2,1,71.42,6492.727272727273,42
6590,Vijayanagar,2,1019.0,2,1,58.0,5691.854759568204,230
6591,Harlur,3,1756.0,3,2,128.0,7289.293849658315,94
6592,Bommasandra,3,1280.0,3,1,50.0,3906.25,51
6593,Kenchenahalli,4,1200.0,3,2,125.0,10416.666666666666,138
6594,Indira Nagar,3,1700.0,3,2,150.0,8823.529411764706,112
6595,Whitefield,3,2134.0,4,2,118.0,5529.522024367385,234
6596,Hosa Road,2,1369.1,2,1,98.0,7157.986998758309,104
6597,others,3,2515.0,4,3,155.0,6163.021868787277,240
6598,Thigalarapalya,3,2215.0,4,2,154.0,6952.5959367945825,219
6599,others,3,1440.0,3,2,72.0,5000.0,240
6600,Hennur Road,3,1186.0,2,2,55.33,4665.2613827993255,99
6601,Uttarahalli,3,1350.0,2,2,47.24,3499.259259259259,225
6602,Hebbal,3,1800.0,3,2,140.0,7777.777777777777,95
6603,Kudlu,3,1600.0,3,3,79.0,4937.5,151
6604,GM Palaya,2,1000.0,2,1,35.0,3500.0,81
6605,Banashankari Stage III,3,1305.0,2,1,59.0,4521.072796934866,31
6606,Binny Pete,3,1740.0,3,1,150.0,8620.689655172413,48
6607,Malleshwaram,2,900.0,2,1,90.0,10000.0,164
6608,Benson Town,2,1567.0,3,0,140.0,8934.269304403319,44
6609,Kambipura,3,1082.0,2,1,45.5,4205.1756007393715,127
6610,Nagarbhavi,2,1050.0,2,1,80.0,7619.047619047619,174
6611,others,2,1200.0,2,1,56.0,4666.666666666667,240
6612,Begur,3,3500.0,4,2,185.0,5285.714285714285,41
6613,Dasarahalli,2,1220.0,2,2,52.0,4262.295081967213,67
6614,Binny Pete,3,1970.0,3,2,164.0,8324.873096446701,48
6615,Kanakapura,4,2130.0,4,0,120.0,5633.802816901409,130
6616,Harlur,3,1749.0,3,2,120.0,6861.06346483705,94
6617,Subramanyapura,2,1260.0,2,1,108.0,8571.42857142857,214
6618,6th Phase JP Nagar,2,1170.0,2,2,120.0,10256.410256410256,6
6619,others,3,1670.0,3,2,75.0,4491.017964071856,240
6620,Hennur Road,3,2264.0,3,2,168.0,7420.494699646643,99
6621,Begur,2,1100.0,2,2,55.0,5000.0,41
6622,Chandapura,2,674.0,1,1,19.9,2952.522255192878,58
6623,Electronics City Phase 1,2,1125.0,2,2,65.0,5777.777777777777,79
6624,Nagavara,2,1125.0,2,2,44.5,3955.5555555555557,176
6625,others,2,700.0,2,1,29.0,4142.857142857143,240
6626,BTM Layout,3,1300.0,2,1,75.0,5769.2307692307695,25
6627,JP Nagar,3,1600.0,3,2,83.0,5187.5,113
6628,Magadi Road,3,1052.0,2,1,60.0,5703.42205323194,159
6629,Devarachikkanahalli,2,1130.0,2,2,36.0,3185.8407079646017,69
6630,BTM 2nd Stage,3,2200.0,3,3,220.0,10000.0,24
6631,Electronic City,3,1500.0,2,1,63.0,4200.0,77
6632,Old Madras Road,3,1350.0,3,1,47.25,3500.0,183
6633,Gottigere,3,1230.0,2,2,52.0,4227.642276422765,85
6634,Haralur Road,3,1520.0,2,2,85.0,5592.105263157895,93
6635,Kanakpura Road,1,525.0,1,1,26.25,5000.0,131
6636,Hosa Road,2,1040.0,2,1,61.0,5865.384615384615,104
6637,others,3,1300.0,2,1,67.0,5153.846153846154,240
6638,Old Airport Road,4,2690.0,4,3,201.0,7472.118959107806,182
6639,Domlur,1,780.0,1,1,70.0,8974.358974358975,74
6640,Panathur,2,1140.0,2,1,51.2,4491.228070175439,186
6641,Chandapura,3,1225.0,3,1,33.08,2700.408163265306,58
6642,Nagavarapalya,1,646.0,1,0,25.84,4000.0,177
6643,Cox Town,3,1600.0,3,1,150.0,9375.0,65
6644,Kadugodi,3,1890.0,4,3,125.0,6613.756613756614,121
6645,Kadugodi,2,1050.0,2,1,34.0,3238.095238095238,121
6646,others,6,1200.0,4,2,100.0,8333.333333333334,240
6647,Whitefield,3,1458.0,2,2,62.0,4252.400548696845,234
6648,others,5,1200.0,6,0,86.0,7166.666666666667,240
6649,Green Glen Layout,3,1970.0,3,2,160.0,8121.827411167513,86
6650,Whitefield,3,1808.0,4,0,80.0,4424.778761061947,234
6651,Balagere,2,1007.0,2,1,67.0,6653.4260178748755,28
6652,Doddathoguru,2,1105.0,2,1,50.0,4524.886877828054,73
6653,Lakshminarayana Pura,3,1700.0,3,3,150.0,8823.529411764706,157
6654,Raja Rajeshwari Nagar,2,1170.0,2,3,50.0,4273.504273504273,193
6655,Chandapura,2,1080.0,2,3,45.0,4166.666666666667,58
6656,Kaggalipura,3,1150.0,2,1,62.0,5391.304347826087,123
6657,Ramamurthy Nagar,2,1200.0,2,1,57.9,4825.0,197
6658,others,2,1200.0,2,1,54.0,4500.0,240
6659,Kudlu Gate,3,1656.0,3,2,75.0,4528.985507246377,152
6660,KR Puram,2,1040.0,2,2,50.0,4807.692307692308,119
6661,Hosur Road,2,1085.0,2,2,33.7,3105.9907834101386,107
6662,others,3,1215.0,2,2,49.75,4094.650205761317,240
6663,NRI Layout,4,2150.0,4,2,115.0,5348.837209302325,173
6664,Hoodi,4,1100.0,4,1,120.0,10909.09090909091,100
6665,Panathur,2,1210.0,2,1,77.0,6363.636363636364,186
6666,others,2,1050.0,2,1,55.0,5238.0952380952385,240
6667,Iblur Village,3,1920.0,3,2,150.0,7812.5,111
6668,Uttarahalli,3,1250.0,2,1,50.0,4000.0,225
6669,Mysore Road,2,947.55,2,1,80.0,8442.826236082528,171
6670,Malleshpalya,2,1421.0,2,1,90.0,6333.56790992259,163
6671,Old Madras Road,3,1425.0,2,2,74.31,5214.736842105263,183
6672,Budigere,2,1162.0,2,1,58.0,4991.394148020654,55
6673,Whitefield,1,905.0,1,1,60.0,6629.834254143647,234
6674,Sarjapur  Road,2,914.0,2,1,32.0,3501.09409190372,203
6675,others,2,1258.0,2,0,58.0,4610.492845786964,240
6676,Hormavu,4,3500.0,4,1,289.0,8257.142857142857,103
6677,Whitefield,3,1537.0,2,3,70.0,4554.326610279766,234
6678,Chikkalasandra,3,1230.0,2,2,53.51,4350.40650406504,62
6679,Malleshwaram,3,2250.0,3,1,200.0,8888.888888888889,164
6680,Hosur Road,4,2000.0,4,1,69.0,3450.0,107
6681,Indira Nagar,4,3200.0,3,2,250.0,7812.5,112
6682,Anjanapura,2,950.0,2,0,32.0,3368.4210526315787,19
6683,Marathahalli,4,4000.0,4,0,200.0,5000.0,165
6684,Yelahanka,3,1282.0,2,1,48.72,3800.312012480499,236
6685,Banashankari Stage III,2,1304.0,2,0,111.0,8512.269938650306,31
6686,7th Phase JP Nagar,3,2100.0,3,2,200.0,9523.809523809523,7
6687,Jakkur,3,1220.0,2,2,49.0,4016.3934426229507,114
6688,Budigere,3,1636.0,3,2,85.0,5195.59902200489,55
6689,7th Phase JP Nagar,3,1415.0,3,1,65.0,4593.639575971732,7
6690,Green Glen Layout,3,1728.0,3,2,125.0,7233.7962962962965,86
6691,7th Phase JP Nagar,3,1680.0,3,3,125.0,7440.476190476191,7
6692,others,2,1235.0,2,1,140.0,11336.032388663967,240
6693,Yelahanka,4,3990.0,4,1,260.0,6516.290726817043,236
6694,Kasavanhalli,2,1495.0,2,2,83.0,5551.8394648829435,134
6695,Yeshwanthpur,3,2501.0,3,3,138.0,5517.792882846861,239
6696,Kanakpura Road,1,381.0,1,0,28.0,7349.081364829396,131
6697,Hennur Road,3,2002.0,3,2,120.0,5994.005994005994,99
6698,others,3,3200.0,3,0,260.0,8125.0,240
6699,Banjara Layout,2,1200.0,2,2,70.0,5833.333333333333,35
6700,Bommasandra,3,1942.0,3,0,90.0,4634.3975283213185,51
6701,Electronics City Phase 1,3,1522.5,2,0,60.75,3990.1477832512314,79
6702,others,3,1450.0,3,2,90.0,6206.896551724138,240
6703,Electronic City,2,1039.0,2,1,50.0,4812.319538017325,77
6704,Old Madras Road,2,1210.0,2,1,80.0,6611.570247933884,183
6705,Attibele,2,995.0,1,1,24.88,2500.502512562814,22
6706,Yelahanka,3,1620.0,3,2,90.0,5555.555555555556,236
6707,Hebbal Kempapura,3,3408.0,3,3,260.0,7629.107981220657,96
6708,Marathahalli,2,1314.0,2,3,55.0,4185.692541856925,165
6709,Bisuvanahalli,2,945.0,2,1,33.0,3492.063492063492,49
6710,Nehru Nagar,3,1374.0,3,2,72.0,5240.174672489083,180
6711,Kanakpura Road,3,1603.0,3,3,113.0,7049.282595134124,131
6712,Kengeri,3,1230.0,2,2,52.0,4227.642276422765,139
6713,Basavangudi,1,670.0,1,1,50.0,7462.686567164179,38
6714,Sarjapur  Road,4,1864.0,3,2,105.0,5633.0472103004295,203
6715,Hosa Road,3,2500.0,3,2,100.0,4000.0,104
6716,Raja Rajeshwari Nagar,3,1625.0,2,2,54.0,3323.076923076923,193
6717,Whitefield,2,1186.0,2,3,55.0,4637.43676222597,234
6718,Electronic City,2,770.0,1,1,39.9,5181.818181818182,77
6719,Varthur,2,1085.0,2,1,45.0,4147.465437788019,226
6720,others,3,1893.0,3,2,115.0,6075.0132065504495,240
6721,others,4,600.0,3,2,65.0,10833.333333333334,240
6722,Kundalahalli,3,1496.0,2,3,78.0,5213.903743315508,154
6723,Chandapura,3,1305.0,3,1,33.28,2550.191570881226,58
6724,Electronics City Phase 1,3,1550.0,2,2,82.0,5290.322580645161,79
6725,Marathahalli,3,1200.0,2,1,58.17,4847.5,165
6726,Badavala Nagar,3,1494.0,2,2,94.55,6328.647925033467,27
6727,Electronic City Phase II,2,1286.0,2,2,69.0,5365.47433903577,78
6728,Hebbal,3,1860.0,3,2,95.0,5107.5268817204305,95
6729,Haralur Road,2,1243.0,2,2,45.0,3620.2735317779566,93
6730,Brookefield,2,1200.0,2,2,75.0,6250.0,54
6731,Sarjapur,2,1044.0,2,2,32.0,3065.1340996168583,202
6732,7th Phase JP Nagar,2,1040.0,2,1,41.59,3999.038461538462,7
6733,8th Phase JP Nagar,2,1125.0,2,2,36.94,3283.5555555555557,8
6734,Subramanyapura,3,1278.0,2,2,59.0,4616.588419405321,214
6735,others,6,2400.0,6,0,98.0,4083.3333333333335,240
6736,others,2,1250.0,2,1,43.0,3440.0,240
6737,Vijayanagar,5,2400.0,6,3,125.0,5208.333333333333,230
6738,Lakshminarayana Pura,2,1210.0,2,2,75.0,6198.347107438017,157
6739,8th Phase JP Nagar,4,1200.0,3,2,110.0,9166.666666666666,8
6740,Sarjapur  Road,3,1157.0,2,1,57.84,4999.1356957649095,203
6741,Raja Rajeshwari Nagar,2,1185.0,2,1,51.15,4316.455696202532,193
6742,Kalena Agrahara,3,1450.0,3,3,100.0,6896.551724137931,125
6743,Old Madras Road,3,1859.0,3,2,121.0,6508.87573964497,183
6744,Attibele,2,900.0,1,1,25.0,2777.777777777778,22
6745,Ramamurthy Nagar,3,1305.0,3,1,60.0,4597.701149425287,197
6746,others,3,1200.0,2,2,100.0,8333.333333333334,240
6747,Thanisandra,1,784.0,1,0,35.285,4500.6377551020405,218
6748,Kasavanhalli,2,5000.0,2,0,400.0,8000.0,134
6749,Sarjapur  Road,2,1150.0,2,0,36.8,3199.9999999999995,203
6750,Whitefield,3,1806.0,3,3,85.0,4706.5337763012185,234
6751,Kudlu,2,1027.0,2,2,42.0,4089.581304771178,151
6752,Uttarahalli,2,1002.0,2,1,40.08,4000.0,225
6753,Electronic City Phase II,3,1220.0,2,1,36.21,2968.032786885246,78
6754,Whitefield,2,1109.0,2,1,35.22,3175.834084761046,234
6755,Uttarahalli,2,1002.0,2,1,40.08,4000.0,225
6756,Narayanapura,2,1308.0,2,1,89.04,6807.339449541284,178
6757,Hennur Road,2,1232.0,2,1,69.6,5649.350649350648,99
6758,Haralur Road,2,1027.0,2,2,44.0,4284.323271665044,93
6759,Kalyan nagar,2,1250.0,2,2,65.0,5200.0,126
6760,KR Puram,4,960.0,4,2,80.0,8333.333333333334,119
6761,Raja Rajeshwari Nagar,2,1255.0,2,1,53.87,4292.4302788844625,193
6762,Akshaya Nagar,3,1434.0,3,3,84.0,5857.740585774059,12
6763,Doddathoguru,2,925.0,2,2,30.0,3243.2432432432433,73
6764,Jakkur,3,1858.0,3,1,123.0,6620.021528525296,114
6765,others,2,1205.0,2,1,70.0,5809.128630705394,240
6766,others,3,1500.0,3,2,90.0,6000.0,240
6767,Mysore Road,2,1020.0,2,2,48.95,4799.019607843137,171
6768,Thanisandra,2,965.0,2,1,56.0,5803.108808290155,218
6769,others,6,1200.0,4,2,90.0,7500.0,240
6770,Battarahalli,2,1636.0,2,2,82.89,5066.6259168704155,40
6771,Kundalahalli,3,1724.0,3,1,125.0,7250.580046403712,154
6772,Whitefield,2,1216.0,2,1,67.0,5509.868421052632,234
6773,Yelahanka,1,654.0,1,1,36.25,5542.813455657492,236
6774,others,2,1190.0,2,2,41.0,3445.378151260504,240
6775,Budigere,3,1636.0,3,2,92.0,5623.471882640587,55
6776,Hennur Road,2,1195.0,2,2,73.0,6108.786610878661,99
6777,Nagavara,3,2400.0,3,3,251.0,10458.333333333334,176
6778,others,2,1250.0,2,1,67.0,5360.0,240
6779,Whitefield,3,1452.0,3,0,90.0,6198.347107438017,234
6780,Thanisandra,3,1546.0,3,1,95.0,6144.890038809832,218
6781,others,2,2260.0,3,1,80.0,3539.8230088495575,240
6782,others,4,2700.0,3,2,90.0,3333.3333333333335,240
6783,JP Nagar,4,3000.0,3,2,150.0,5000.0,113
6784,others,1,375.0,1,0,26.0,6933.333333333333,240
6785,Balagere,2,1007.0,2,1,66.0,6554.121151936445,28
6786,Hennur Road,2,1020.0,2,3,47.0,4607.843137254902,99
6787,others,2,800.0,3,1,59.5,7437.5,240
6788,others,5,1200.0,3,2,95.0,7916.666666666667,240
6789,Marathahalli,2,1125.0,2,3,55.0,4888.888888888889,165
6790,others,3,909.0,2,1,43.0,4730.47304730473,240
6791,Whitefield,4,2850.0,5,0,240.0,8421.052631578947,234
6792,others,2,1400.0,2,3,85.0,6071.428571428572,240
6793,Kadugodi,2,1152.0,2,2,61.0,5295.138888888889,121
6794,Subramanyapura,2,958.0,2,1,34.49,3600.2087682672236,214
6795,Whitefield,2,1150.0,2,2,55.0,4782.608695652174,234
6796,Bellandur,2,1310.0,2,2,85.0,6488.5496183206105,43
6797,Hosur Road,3,1590.0,2,2,126.0,7924.528301886792,107
6798,Green Glen Layout,3,1645.0,3,2,110.0,6686.930091185411,86
6799,others,3,1800.0,2,2,100.0,5555.555555555556,240
6800,Thanisandra,3,1795.0,3,2,150.0,8356.545961002785,218
6801,8th Phase JP Nagar,2,1100.0,2,3,35.0,3181.818181818182,8
6802,Thanisandra,1,777.0,1,0,38.535,4959.459459459459,218
6803,others,2,925.0,2,2,70.0,7567.5675675675675,240
6804,Basavangudi,3,1542.14,3,3,120.0,7781.394685307429,38
6805,Thanisandra,3,1430.0,2,2,54.0,3776.2237762237764,218
6806,Bommanahalli,2,1020.0,2,2,55.0,5392.156862745098,50
6807,others,4,750.0,2,1,42.0,5600.0,240
6808,Electronic City Phase II,2,1140.0,2,1,32.92,2887.719298245614,78
6809,Anekal,3,967.0,2,1,45.0,4653.567735263702,18
6810,Hebbal,4,2470.0,4,2,203.0,8218.623481781377,95
6811,others,2,850.0,1,0,35.5,4176.470588235294,240
6812,others,2,1100.0,2,2,32.0,2909.090909090909,240
6813,Thanisandra,3,1697.0,3,2,110.0,6482.027106658809,218
6814,Varthur,2,1250.0,2,2,47.0,3760.0,226
6815,Gottigere,2,1120.0,2,2,50.0,4464.285714285715,85
6816,NRI Layout,4,1200.0,4,0,95.0,7916.666666666667,173
6817,Hennur Road,5,5100.0,6,3,375.0,7352.941176470588,99
6818,Hebbal,2,1200.0,2,1,52.0,4333.333333333333,95
6819,7th Phase JP Nagar,2,1100.0,2,1,44.0,4000.0,7
6820,Devarachikkanahalli,3,1417.0,2,2,76.0,5363.443895553987,69
6821,Thanisandra,3,1492.0,3,1,88.0,5898.123324396783,218
6822,Devanahalli,3,1498.0,3,3,79.15,5283.711615487317,68
6823,others,4,3500.0,2,1,350.0,10000.0,240
6824,Kundalahalli,2,1010.0,2,1,48.27,4779.207920792079,154
6825,Hennur,2,1255.0,2,2,53.5,4262.948207171315,98
6826,Channasandra,2,1050.0,2,1,35.0,3333.3333333333335,59
6827,Hegde Nagar,3,1847.0,3,2,125.0,6767.73145641581,97
6828,others,2,1200.0,2,2,55.0,4583.333333333333,240
6829,Bellandur,2,982.0,2,2,37.28,3796.3340122199593,43
6830,Hegde Nagar,3,2144.6,4,2,145.0,6761.167583698592,97
6831,Kengeri,2,750.0,2,1,36.5,4866.666666666667,139
6832,Electronic City,2,919.0,2,2,35.0,3808.487486398259,77
6833,Budigere,2,1087.0,2,1,54.3,4995.40018399264,55
6834,others,3,1480.0,3,2,74.0,5000.0,240
6835,Tindlu,2,1180.0,2,2,52.0,4406.779661016949,222
6836,Jigani,3,1221.0,3,2,65.0,5323.505323505324,117
6837,Haralur Road,2,1194.0,2,2,46.0,3852.5963149078725,93
6838,Thanisandra,3,2072.0,3,2,122.0,5888.030888030888,218
6839,Whitefield,3,1600.0,3,2,69.0,4312.5,234
6840,Sahakara Nagar,3,2200.0,3,2,98.0,4454.545454545455,199
6841,Kaikondrahalli,2,1253.0,2,2,81.5,6504.38946528332,124
6842,Hennur Road,2,1061.0,2,1,54.92,5176.248821866164,99
6843,Marathahalli,3,1950.0,3,2,115.0,5897.4358974358975,165
6844,Marathahalli,2,1250.0,2,2,68.0,5440.0,165
6845,Hennur Road,3,1585.0,2,3,80.0,5047.318611987382,99
6846,Kanakpura Road,3,1452.0,3,3,60.98,4199.724517906336,131
6847,Kammasandra,2,1015.0,2,2,37.0,3645.320197044335,129
6848,Marathahalli,2,1125.0,2,2,56.8,5048.888888888889,165
6849,Electronic City Phase II,2,1116.0,2,2,40.0,3584.2293906810037,78
6850,others,1,400.0,1,0,35.0,8750.0,240
6851,Kasavanhalli,4,4000.0,4,2,325.0,8125.0,134
6852,Hebbal,4,3900.0,4,2,410.0,10512.820512820514,95
6853,Old Madras Road,2,1300.0,2,2,100.0,7692.307692307692,183
6854,Raja Rajeshwari Nagar,2,1419.0,2,1,60.42,4257.928118393234,193
6855,others,3,1310.0,2,1,55.0,4198.473282442748,240
6856,Thigalarapalya,3,2072.0,4,2,152.0,7335.907335907336,219
6857,Kaggadasapura,2,1240.0,2,1,58.58,4724.193548387097,122
6858,Chamrajpet,3,1565.0,3,2,98.91,6320.127795527156,57
6859,Budigere,3,1820.0,3,2,89.0,4890.10989010989,55
6860,Gubbalala,3,2500.0,3,1,88.0,3520.0,87
6861,KR Puram,5,3657.0,5,0,310.0,8476.89362865737,119
6862,Hosa Road,2,1245.0,2,1,62.0,4979.919678714859,104
6863,GM Palaya,3,1315.0,3,1,65.0,4942.9657794676805,81
6864,Kenchenahalli,3,1410.0,2,2,73.0,5177.304964539007,138
6865,Dasarahalli,2,1375.0,2,1,60.0,4363.636363636364,67
6866,Old Madras Road,2,1299.0,2,2,95.0,7313.317936874519,183
6867,others,2,993.0,2,3,45.5,4582.074521651561,240
6868,Bommasandra Industrial Area,2,1200.0,3,0,45.0,3750.0,52
6869,others,4,2400.0,5,3,180.0,7500.0,240
6870,Hebbal,3,1255.0,2,1,95.0,7569.721115537848,95
6871,Hoodi,3,1655.0,3,2,131.0,7915.407854984895,100
6872,Whitefield,4,2830.0,5,3,190.0,6713.780918727915,234
6873,others,1,6000.0,1,1,276.0,4600.0,240
6874,Electronic City,2,550.0,1,1,15.0,2727.2727272727275,77
6875,others,1,825.0,2,1,40.0,4848.484848484848,240
6876,Begur Road,3,1634.0,3,1,111.0,6793.145654834761,42
6877,Banaswadi,2,1222.0,2,2,80.0,6546.6448445171845,34
6878,Gottigere,3,1500.0,3,2,63.0,4200.0,85
6879,Akshaya Nagar,3,1890.0,4,2,100.0,5291.005291005291,12
6880,Hulimavu,2,850.0,1,1,39.5,4647.058823529412,108
6881,Whitefield,2,1295.0,2,3,78.5,6061.776061776061,234
6882,Sarjapur  Road,2,1320.0,2,1,100.0,7575.757575757576,203
6883,2nd Stage Nagarbhavi,4,3000.0,3,3,170.0,5666.666666666667,3
6884,Harlur,2,1197.0,2,1,82.0,6850.459482038429,94
6885,others,3,1320.0,2,3,60.0,4545.454545454545,240
6886,Billekahalli,5,1180.0,5,2,98.5,8347.457627118643,47
6887,Whitefield,1,840.0,1,1,57.6,6857.142857142857,234
6888,Whitefield,1,640.0,1,0,19.83,3098.4374999999995,234
6889,Raja Rajeshwari Nagar,3,1693.0,3,1,71.38,4216.184288245718,193
6890,Kodihalli,2,1000.0,2,1,62.0,6200.0,145
6891,Babusapalaya,2,1305.0,2,1,70.0,5363.984674329502,26
6892,Kodichikkanahalli,1,450.0,1,1,18.0,4000.0,142
6893,CV Raman Nagar,1,705.0,1,1,57.0,8085.106382978724,56
6894,Tumkur Road,5,4800.0,5,2,150.0,3125.0,223
6895,Gubbalala,4,5000.0,4,3,425.0,8500.0,87
6896,Whitefield,3,1991.0,3,2,104.0,5223.505775991964,234
6897,Battarahalli,3,1779.0,3,2,90.0,5059.02192242833,40
6898,Banaswadi,2,870.0,2,2,38.0,4367.816091954023,34
6899,Thanisandra,3,1595.0,3,2,120.0,7523.510971786834,218
6900,Kanakpura Road,1,525.0,1,1,26.0,4952.380952380952,131
6901,Iblur Village,3,2000.0,4,2,138.0,6900.0,111
6902,Yelahanka,3,1614.0,3,2,93.0,5762.081784386617,236
6903,Gottigere,2,1200.0,2,3,40.0,3333.3333333333335,85
6904,Electronic City Phase II,3,1150.0,3,3,46.0,4000.0,78
6905,Sonnenahalli,3,1610.0,3,2,80.48,4998.757763975155,213
6906,Whitefield,2,1190.0,2,2,41.0,3445.378151260504,234
6907,others,2,1050.0,2,2,50.0,4761.9047619047615,240
6908,others,4,4800.0,5,2,420.0,8750.0,240
6909,7th Phase JP Nagar,3,1460.0,2,1,97.0,6643.835616438356,7
6910,others,1,600.0,1,0,33.0,5500.0,240
6911,others,3,1569.0,3,0,70.0,4461.440407903123,240
6912,others,3,2600.0,3,2,147.0,5653.846153846154,240
6913,Electronics City Phase 1,1,645.0,1,0,42.5,6589.147286821705,79
6914,Mico Layout,2,800.0,2,1,80.0,10000.0,168
6915,Marathahalli,2,1350.0,2,1,90.0,6666.666666666667,165
6916,others,3,1410.0,2,2,45.12,3200.0,240
6917,Whitefield,2,1109.0,2,1,35.47,3198.376916140667,234
6918,others,1,800.0,1,0,72.0,9000.0,240
6919,Bannerghatta Road,2,1215.0,2,1,68.0,5596.707818930041,37
6920,Prithvi Layout,3,2273.0,4,2,192.0,8446.986361636604,190
6921,Varthur Road,2,1255.0,2,2,52.76,4203.98406374502,227
6922,others,2,1020.0,2,1,49.0,4803.921568627451,240
6923,others,3,1225.0,2,2,82.0,6693.877551020408,240
6924,Singasandra,2,1120.0,2,1,60.0,5357.142857142857,210
6925,Kasavanhalli,3,1225.0,2,1,69.0,5632.65306122449,134
6926,Whitefield,4,5200.0,5,3,242.0,4653.846153846154,234
6927,Sarjapur  Road,3,1984.0,4,1,145.0,7308.467741935484,203
6928,Old Madras Road,3,2425.0,3,1,197.0,8123.711340206186,183
6929,ITPL,3,1200.0,3,1,56.12,4676.666666666667,110
6930,Bommasandra,2,1127.0,2,1,45.0,3992.9015084294588,51
6931,Whitefield,3,1655.0,3,2,97.0,5861.027190332326,234
6932,Ananth Nagar,1,500.0,1,1,14.0,2800.0,17
6933,Varthur,3,1200.0,3,1,68.38,5698.333333333333,226
6934,Kaggadasapura,2,1000.0,2,2,43.0,4300.0,122
6935,CV Raman Nagar,2,1225.0,2,2,47.88,3908.5714285714284,56
6936,Hormavu,2,1350.0,2,2,45.0,3333.3333333333335,103
6937,Sahakara Nagar,2,1175.0,2,3,49.0,4170.212765957447,199
6938,others,1,655.0,1,2,27.0,4122.137404580153,240
6939,Hosa Road,3,1311.0,2,1,84.86,6472.921434019832,104
6940,CV Raman Nagar,2,1000.0,2,1,38.5,3850.0,56
6941,others,2,1196.0,2,1,96.0,8026.755852842809,240
6942,Kanakpura Road,3,1050.0,2,1,59.0,5619.047619047619,131
6943,Somasundara Palya,3,1275.0,2,2,52.0,4078.4313725490197,211
6944,others,2,927.0,2,1,50.0,5393.743257820927,240
6945,Varthur,3,1520.0,2,3,61.0,4013.157894736842,226
6946,Hebbal,2,1333.0,2,1,104.0,7801.950487621905,95
6947,others,1,600.0,1,0,18.0,3000.0,240
6948,Abbigere,3,1326.0,2,1,34.8,2624.434389140271,11
6949,Sarjapur  Road,3,1773.5,2,0,85.125,4799.830842965886,203
6950,Koramangala,2,1370.0,2,2,125.0,9124.087591240876,148
6951,Koramangala,2,1100.0,2,2,85.0,7727.272727272727,148
6952,Haralur Road,3,1650.0,3,3,100.0,6060.606060606061,93
6953,Kasavanhalli,3,1917.0,3,2,132.0,6885.758998435055,134
6954,others,3,780.0,3,0,75.0,9615.384615384615,240
6955,Billekahalli,2,950.0,2,1,58.11,6116.8421052631575,47
